entry_id,Q4955,Q4956,Q4961,Q4962,Q4963,Q4964,Q4968,Q4969,Q4970,Q4971,Q4972,Q4973,Q4974,Q4975,Q4976,Q4977,Q4978,Q4979,Q4980,Q4981,weight
1778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1771,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1763,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1736,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1735,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1700,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0
1695,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1683,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1674,,,,,,,,,,,,,,,,,,1.0,,,1.0
1661,1.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0
1652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1650,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1618,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1595,1.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1589,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1584,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,,,1.0,1.0,1.0,0.0,1.0,,1.0
1575,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1546,1.0,,1.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1540,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1539,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1525,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0
1523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1513,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
1508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1471,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1452,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,1.0
1421,0.0,,,,,,,,,,,,,,,,,,,,1.0
1418,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,1.0
1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1375,1.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1367,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1324,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1297,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1290,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0,0.0,1.0
1265,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1255,0.0,1.0,1.0,0.0,,,,,,1.0,,,,,,1.0,1.0,,,,1.0
1253,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0
1243,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0
1207,0.0,,,,,,,,,,,,,,,,,,,,1.0
1158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0
1058,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0
1659,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1356,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1338,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2101,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2025,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1898,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
1847,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1803,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1785,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1484,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1269,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0
1124,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
592,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
577,,,,,,1.0,,,,,,,,,,,,,,,1.0
570,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0
534,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,0.0,,0.0,1.0,1.0
526,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
520,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
493,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0
492,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
485,0.0,1.0,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,1.0
484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,,0.0,1.0
483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,0.0,1.0
479,1.0,,,0.0,0.0,,,1.0,,0.0,,,1.0,,1.0,,1.0,,,1.0,1.0
476,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
472,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0
442,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,1.0
441,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
441,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
439,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25
439,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25
439,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25
439,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25
424,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
420,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
400,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
392,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
390,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
381,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
374,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
358,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
354,1.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,0.0,,,1.0
308,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0
299,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0
263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
230,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,1.0
228,1.0,,,1.0,1.0,0.0,,,,,,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0
224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
211,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0
196,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0
190,1.0,,,,,,,,,,,,,,,,,,,,1.0
182,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
176,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
565,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,1.0
387,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
342,,0.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,0.0,1.0
287,1.0,,,,,,1.0,1.0,1.0,,0.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0
255,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,1.0
245,1.0,,,,,,,,,,,,,,,,,,,,1.0
227,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
199,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0
195,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0
193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
187,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0
185,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
180,0.0,,,,,,,,,,,,,,,,,,,,1.0
178,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0
574,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0
240,,1.0,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0
571,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0
471,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0
468,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0
465,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0
459,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0
458,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0
457,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0
453,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,1.0
444,,,0.0,,,,0.0,,,,,,,,0.0,,1.0,,,,1.0
443,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0
435,0.0,1.0,1.0,0.0,0.0,,,,,,,,1.0,,0.0,1.0,,,,1.0,1.0
406,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0
300,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
202,,,,,,,,,,,,,,,,1.0,,,,,1.0
189,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
186,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,1.0
588,1.0,,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,1.0
586,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
581,1.0,1.0,1.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,1.0,,1.0
578,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0
576,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,0.0,,,1.0
478,1.0,,,,,,,,,,,,,,,,,,,,1.0
470,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,1.0,1.0,0.0,,,1.0
455,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
440,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
422,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,0.0,,,0.0,,1.0,1.0,0.0,,,1.0
419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
389,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0
284,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
250,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0
249,1.0,,,,,,,,,,,,,,,,,,,,1.0
231,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
217,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
209,1.0,,,,,,,,,,,,,,,,,,,,1.0
204,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,,,,1.0,1.0,,,,1.0
200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
572,,0.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0
256,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0
203,,1.0,,,,,,,,,,,,,,,,,,,1.0
23,,,1.0,,,,,1.0,,,,,1.0,,,1.0,1.0,0.0,,,1.0
423,,,,,1.0,,,,,0.0,,,,,,,,,,,1.0
201,,,,,,,,,,0.0,,,,,,,,,,,1.0
481,,,,,,1.0,,,,,,,,,,,,,,,1.0
325,,,,,,,,,,,,,,,,,,,1.0,,1.0
